Time,Devicename,Temperature,TDS,PH,DO
Tue Jul 20 2021 04:07:44 GMT+0530 (India Standard Time),867378035207325,25.5625,136.8971,5.292965,3
Tue Jul 20 2021 04:08:49 GMT+0530 (India Standard Time),867378035207325,25.5625,137.1779,5.286439,3.02
Tue Jul 20 2021 04:09:54 GMT+0530 (India Standard Time),867378035207325,25.5625,137.2716,5.302757,3.05
Tue Jul 20 2021 04:10:59 GMT+0530 (India Standard Time),867378035207325,25.5625,137.2716,5.335398,3.07
Tue Jul 20 2021 04:12:03 GMT+0530 (India Standard Time),867378035207325,25.5625,137.6469,5.550817,3.09
Tue Jul 20 2021 04:13:08 GMT+0530 (India Standard Time),867378035207325,25.625,137.553,5.306023,3.12
Tue Jul 20 2021 04:14:13 GMT+0530 (India Standard Time),867378035207325,25.625,137.3653,5.093864,3.14
Tue Jul 20 2021 04:15:18 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.312549,3.16
Tue Jul 20 2021 04:16:23 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.34519,3.17
Tue Jul 20 2021 04:17:28 GMT+0530 (India Standard Time),867378035207325,25.5625,137.2716,5.416993,3.17
Tue Jul 20 2021 04:18:33 GMT+0530 (India Standard Time),867378035207325,25.5625,137.0842,5.387618,3.15
Tue Jul 20 2021 04:19:37 GMT+0530 (India Standard Time),867378035207325,25.5625,137.2716,5.423524,3.14
Tue Jul 20 2021 04:20:41 GMT+0530 (India Standard Time),867378035207325,25.5625,137.2716,5.390883,3.13
Tue Jul 20 2021 04:21:46 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.338659,3.14
Tue Jul 20 2021 04:22:51 GMT+0530 (India Standard Time),867378035207325,25.5625,137.1779,5.224423,3.16
Tue Jul 20 2021 04:23:55 GMT+0530 (India Standard Time),867378035207325,25.5625,137.0842,5.358242,3.18
Tue Jul 20 2021 04:24:59 GMT+0530 (India Standard Time),867378035207325,25.5625,137.0842,5.354981,3.17
Tue Jul 20 2021 04:26:04 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.436576,3.15
Tue Jul 20 2021 04:27:08 GMT+0530 (India Standard Time),867378035207325,25.5625,136.9906,5.364773,3.12
Tue Jul 20 2021 04:28:13 GMT+0530 (India Standard Time),867378035207325,25.5625,137.1779,5.452899,3.1
Tue Jul 20 2021 04:29:17 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.364773,3.11
Tue Jul 20 2021 04:30:22 GMT+0530 (India Standard Time),867378035207325,25.5625,138.3058,5.413732,3.13
Tue Jul 20 2021 04:31:26 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.416993,3.14
Tue Jul 20 2021 04:32:31 GMT+0530 (India Standard Time),867378035207325,25.5625,137.553,5.312549,3.12
Tue Jul 20 2021 04:33:36 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.443108,3.1
Tue Jul 20 2021 04:34:41 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.472483,3.1
Tue Jul 20 2021 04:35:45 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.462691,3.1
Tue Jul 20 2021 04:36:50 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.452899,3.11
Tue Jul 20 2021 04:37:54 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.485535,3.11
Tue Jul 20 2021 04:38:59 GMT+0530 (India Standard Time),867378035207325,25.5625,138.3058,5.439842,3.12
Tue Jul 20 2021 04:40:04 GMT+0530 (India Standard Time),867378035207325,25.5625,137.553,5.286439,3.1
Tue Jul 20 2021 04:41:08 GMT+0530 (India Standard Time),867378035207325,25.5625,137.7409,5.508384,3.06
Tue Jul 20 2021 04:42:12 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.45616,2.99
Tue Jul 20 2021 04:43:16 GMT+0530 (India Standard Time),867378035207325,25.5625,138.3058,5.374565,2.94
Tue Jul 20 2021 04:44:21 GMT+0530 (India Standard Time),867378035207325,25.5625,137.6469,5.351716,2.88
Tue Jul 20 2021 04:45:26 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.416993,2.85
Tue Jul 20 2021 04:46:30 GMT+0530 (India Standard Time),867378035207325,25.5625,137.553,5.416993,2.84
Tue Jul 20 2021 04:47:34 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.335398,2.88
Tue Jul 20 2021 04:48:39 GMT+0530 (India Standard Time),867378035207325,25.5625,137.553,5.423524,2.96
Tue Jul 20 2021 04:49:43 GMT+0530 (India Standard Time),867378035207325,25.5625,137.8349,5.351716,3.03
Tue Jul 20 2021 04:50:48 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.335398,3.08
Tue Jul 20 2021 04:51:53 GMT+0530 (India Standard Time),867378035207325,25.5625,138.0231,5.416993,3.13
Tue Jul 20 2021 04:52:57 GMT+0530 (India Standard Time),867378035207325,25.5625,137.2716,5.423524,3.18
Tue Jul 20 2021 04:54:02 GMT+0530 (India Standard Time),867378035207325,25.5625,137.929,5.328867,3.21
Tue Jul 20 2021 04:55:06 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.423524,3.22
Tue Jul 20 2021 04:56:11 GMT+0530 (India Standard Time),867378035207325,25.5625,138.5891,5.325606,3.21
Tue Jul 20 2021 04:57:15 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.227688,3.18
Tue Jul 20 2021 04:58:19 GMT+0530 (India Standard Time),867378035207325,25.5625,137.8349,5.524703,3.16
Tue Jul 20 2021 04:59:23 GMT+0530 (India Standard Time),867378035207325,25.5625,137.929,5.407201,3.14
Tue Jul 20 2021 05:00:27 GMT+0530 (India Standard Time),867378035207325,25.5625,137.929,5.387618,3.14
Tue Jul 20 2021 05:01:31 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.3713,3.13
Tue Jul 20 2021 05:02:35 GMT+0530 (India Standard Time),867378035207325,25.5625,137.6469,5.423524,3.11
Tue Jul 20 2021 05:03:40 GMT+0530 (India Standard Time),867378035207325,25.5625,138.0231,5.407201,3.1
Tue Jul 20 2021 05:04:44 GMT+0530 (India Standard Time),867378035207325,25.5625,137.553,5.433316,3.08
Tue Jul 20 2021 05:05:49 GMT+0530 (India Standard Time),867378035207325,25.5625,138.2115,5.436576,3.07
Tue Jul 20 2021 05:06:53 GMT+0530 (India Standard Time),867378035207325,25.5625,138.4946,5.397409,3.06
Tue Jul 20 2021 05:07:58 GMT+0530 (India Standard Time),867378035207325,25.5625,138.0231,5.279908,3.06
Tue Jul 20 2021 05:09:02 GMT+0530 (India Standard Time),867378035207325,25.5625,137.6469,5.449634,3.07
Tue Jul 20 2021 05:10:07 GMT+0530 (India Standard Time),867378035207325,25.5625,138.3058,5.40394,3.09
Tue Jul 20 2021 05:11:12 GMT+0530 (India Standard Time),867378035207325,25.5625,138.3058,5.475744,3.11
Tue Jul 20 2021 05:12:17 GMT+0530 (India Standard Time),867378035207325,25.5625,137.7409,5.394149,3.14
Tue Jul 20 2021 05:13:21 GMT+0530 (India Standard Time),867378035207325,25.5625,137.929,5.384357,3.18
Tue Jul 20 2021 05:14:26 GMT+0530 (India Standard Time),867378035207325,25.5625,138.0231,5.390883,3.21
Tue Jul 20 2021 05:15:31 GMT+0530 (India Standard Time),867378035207325,25.5625,138.5891,5.439842,3.25
Tue Jul 20 2021 05:16:35 GMT+0530 (India Standard Time),867378035207325,25.5,138.6835,5.374565,3.27
Tue Jul 20 2021 05:17:40 GMT+0530 (India Standard Time),867378035207325,25.5625,138.0231,5.240741,3.26
Tue Jul 20 2021 05:18:45 GMT+0530 (India Standard Time),867378035207325,25.5625,138.9674,5.567135,3.25
Tue Jul 20 2021 05:19:49 GMT+0530 (India Standard Time),867378035207325,25.5,137.8349,5.270116,3.23
Tue Jul 20 2021 05:20:53 GMT+0530 (India Standard Time),867378035207325,25.5625,138.3058,5.531233,3.22
Tue Jul 20 2021 05:21:58 GMT+0530 (India Standard Time),867378035207325,25.5,138.4002,5.322341,3.21
Tue Jul 20 2021 05:23:02 GMT+0530 (India Standard Time),867378035207325,25.5625,138.7781,5.322341,3.21
Tue Jul 20 2021 05:24:06 GMT+0530 (India Standard Time),867378035207325,25.5625,137.929,5.302757,3.2
Tue Jul 20 2021 05:25:11 GMT+0530 (India Standard Time),867378035207325,25.5,138.6835,5.224423,3.18
Tue Jul 20 2021 05:26:15 GMT+0530 (India Standard Time),867378035207325,25.5,137.929,5.338659,3.18
Tue Jul 20 2021 05:27:20 GMT+0530 (India Standard Time),867378035207325,25.5,138.0231,5.299491,3.18
Tue Jul 20 2021 05:28:24 GMT+0530 (India Standard Time),867378035207325,25.5,138.0231,5.400675,3.19
Tue Jul 20 2021 05:29:28 GMT+0530 (India Standard Time),867378035207325,25.5,137.929,5.328867,3.22
Tue Jul 20 2021 05:30:33 GMT+0530 (India Standard Time),867378035207325,25.5,137.8349,5.312549,3.24
Tue Jul 20 2021 05:31:38 GMT+0530 (India Standard Time),867378035207325,25.5,138.8728,5.394149,3.28
Tue Jul 20 2021 05:32:42 GMT+0530 (India Standard Time),867378035207325,25.5,137.7409,5.3713,3.3
Tue Jul 20 2021 05:33:47 GMT+0530 (India Standard Time),867378035207325,25.5,137.929,5.351716,3.34
Tue Jul 20 2021 05:34:52 GMT+0530 (India Standard Time),867378035207325,25.5625,137.929,5.413732,3.34
Tue Jul 20 2021 05:35:56 GMT+0530 (India Standard Time),867378035207325,25.5625,138.4002,5.368034,3.34
Tue Jul 20 2021 05:37:01 GMT+0530 (India Standard Time),867378035207325,25.5,138.8728,5.420259,3.3
Tue Jul 20 2021 05:38:05 GMT+0530 (India Standard Time),867378035207325,25.5,138.4002,5.436576,3.25
Tue Jul 20 2021 05:39:10 GMT+0530 (India Standard Time),867378035207325,25.5625,138.4002,5.338659,3.23
Tue Jul 20 2021 05:40:15 GMT+0530 (India Standard Time),867378035207325,25.5,138.3058,5.462691,3.23
Tue Jul 20 2021 05:41:19 GMT+0530 (India Standard Time),867378035207325,25.5,138.5891,5.397409,3.26
Tue Jul 20 2021 05:42:24 GMT+0530 (India Standard Time),867378035207325,25.5,138.4002,5.407201,3.28
Tue Jul 20 2021 05:43:29 GMT+0530 (India Standard Time),867378035207325,25.5,137.929,5.354981,3.31
Tue Jul 20 2021 05:44:34 GMT+0530 (India Standard Time),867378035207325,25.5,137.929,5.423524,3.29
Tue Jul 20 2021 05:45:39 GMT+0530 (India Standard Time),867378035207325,25.5,138.5891,5.260324,3.29
Tue Jul 20 2021 05:46:43 GMT+0530 (India Standard Time),867378035207325,25.5,138.5891,5.410467,3.35
Tue Jul 20 2021 05:47:48 GMT+0530 (India Standard Time),867378035207325,25.5,137.8349,5.443108,3.39
Tue Jul 20 2021 05:48:52 GMT+0530 (India Standard Time),867378035207325,25.5,138.3058,5.413732,3.43
Tue Jul 20 2021 05:49:56 GMT+0530 (India Standard Time),867378035207325,25.5,138.7781,5.420259,3.5
Tue Jul 20 2021 05:51:00 GMT+0530 (India Standard Time),867378035207325,25.5,138.3058,5.423524,3.55
Tue Jul 20 2021 05:52:05 GMT+0530 (India Standard Time),867378035207325,25.5,137.8349,5.514911,3.56
Tue Jul 20 2021 05:53:10 GMT+0530 (India Standard Time),867378035207325,25.5,138.7781,5.45616,3.6
Tue Jul 20 2021 05:54:14 GMT+0530 (India Standard Time),867378035207325,25.5,137.7409,5.410467,3.64
Tue Jul 20 2021 05:55:19 GMT+0530 (India Standard Time),867378035207325,25.5,137.553,5.452899,3.64
Tue Jul 20 2021 05:56:23 GMT+0530 (India Standard Time),867378035207325,25.5,137.8349,5.384357,3.61
Tue Jul 20 2021 05:57:27 GMT+0530 (India Standard Time),867378035207325,25.5,137.6469,5.283174,3.57
Tue Jul 20 2021 05:58:32 GMT+0530 (India Standard Time),867378035207325,25.5,137.3653,5.43005,3.5
Tue Jul 20 2021 05:59:36 GMT+0530 (India Standard Time),867378035207325,25.5,138.0231,5.439842,3.42
Tue Jul 20 2021 06:00:41 GMT+0530 (India Standard Time),867378035207325,25.5,137.4591,5.465952,3.36
Tue Jul 20 2021 06:01:45 GMT+0530 (India Standard Time),867378035207325,25.5,137.2716,5.080812,3.31
Tue Jul 20 2021 06:02:50 GMT+0530 (India Standard Time),867378035207325,25.5,137.1779,5.309283,3.31
Tue Jul 20 2021 06:03:54 GMT+0530 (India Standard Time),867378035207325,25.5,137.1779,5.354981,3.35
Tue Jul 20 2021 06:04:59 GMT+0530 (India Standard Time),867378035207325,25.5,137.6469,5.544286,3.38
Tue Jul 20 2021 06:06:03 GMT+0530 (India Standard Time),867378035207325,25.5,137.3653,5.315815,3.38
Tue Jul 20 2021 06:07:08 GMT+0530 (India Standard Time),867378035207325,25.5,137.3653,5.368034,3.36
Tue Jul 20 2021 06:08:13 GMT+0530 (India Standard Time),867378035207325,25.5,137.6469,5.384357,3.31
Tue Jul 20 2021 06:09:18 GMT+0530 (India Standard Time),867378035207325,25.5,137.0842,5.390883,3.25
Tue Jul 20 2021 06:10:22 GMT+0530 (India Standard Time),867378035207325,25.5,137.7409,5.322341,3.21
Tue Jul 20 2021 06:11:26 GMT+0530 (India Standard Time),867378035207325,25.5,137.2716,5.3713,3.21
Tue Jul 20 2021 06:12:31 GMT+0530 (India Standard Time),867378035207325,25.5,137.1779,5.462691,3.26
Tue Jul 20 2021 06:13:36 GMT+0530 (India Standard Time),867378035207325,25.5,136.8036,5.384357,3.31
Tue Jul 20 2021 06:14:40 GMT+0530 (India Standard Time),867378035207325,25.5,136.5235,5.589984,3.33
Tue Jul 20 2021 06:15:45 GMT+0530 (India Standard Time),867378035207325,25.5,136.8036,5.3713,3.32
Tue Jul 20 2021 06:16:49 GMT+0530 (India Standard Time),867378035207325,25.5,137.0842,5.53776,3.3
Tue Jul 20 2021 06:17:53 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.374565,3.28
Tue Jul 20 2021 06:18:58 GMT+0530 (India Standard Time),867378035207325,25.5,136.7102,5.459425,3.26
Tue Jul 20 2021 06:20:03 GMT+0530 (India Standard Time),867378035207325,25.5,136.3369,5.374565,3.26
Tue Jul 20 2021 06:21:08 GMT+0530 (India Standard Time),867378035207325,25.5,136.3369,5.436576,3.26
Tue Jul 20 2021 06:22:12 GMT+0530 (India Standard Time),867378035207325,25.5,136.1507,5.361508,3.24
Tue Jul 20 2021 06:23:17 GMT+0530 (India Standard Time),867378035207325,25.5,136.5235,5.43005,3.22
Tue Jul 20 2021 06:24:21 GMT+0530 (India Standard Time),867378035207325,25.5,136.7102,5.341924,3.15
Tue Jul 20 2021 06:25:25 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.374565,3.07
Tue Jul 20 2021 06:26:30 GMT+0530 (India Standard Time),867378035207325,25.5,136.5235,5.472483,3.03
Tue Jul 20 2021 06:27:35 GMT+0530 (India Standard Time),867378035207325,25.5,136.1507,5.465952,3.02
Tue Jul 20 2021 06:28:39 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.443108,3.06
Tue Jul 20 2021 06:29:43 GMT+0530 (India Standard Time),867378035207325,25.5,136.4302,5.436576,3.14
Tue Jul 20 2021 06:30:48 GMT+0530 (India Standard Time),867378035207325,25.5,136.5235,5.306023,3.24
Tue Jul 20 2021 06:31:52 GMT+0530 (India Standard Time),867378035207325,25.5,136.1507,5.625886,3.27
Tue Jul 20 2021 06:32:56 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.413732,3.25
Tue Jul 20 2021 06:34:01 GMT+0530 (India Standard Time),867378035207325,25.5,136.1507,5.514911,3.2
Tue Jul 20 2021 06:35:05 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.397409,3.16
Tue Jul 20 2021 06:36:10 GMT+0530 (India Standard Time),867378035207325,25.5,136.7102,5.603037,3.13
Tue Jul 20 2021 06:37:14 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.390883,3.13
Tue Jul 20 2021 06:38:18 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.479009,3.14
Tue Jul 20 2021 06:39:23 GMT+0530 (India Standard Time),867378035207325,25.5,136.4302,5.387618,3.16
Tue Jul 20 2021 06:40:27 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.315815,3.18
Tue Jul 20 2021 06:41:32 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.325606,3.19
Tue Jul 20 2021 06:42:37 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.3713,3.2
Tue Jul 20 2021 06:43:41 GMT+0530 (India Standard Time),867378035207325,25.5,136.1507,5.436576,3.22
Tue Jul 20 2021 06:44:46 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.394149,3.23
Tue Jul 20 2021 06:45:50 GMT+0530 (India Standard Time),867378035207325,25.5,136.3369,5.390883,3.26
Tue Jul 20 2021 06:46:54 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.498593,3.26
Tue Jul 20 2021 06:47:59 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.407201,3.2
Tue Jul 20 2021 06:49:03 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.433316,3.13
Tue Jul 20 2021 06:50:07 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.368034,3.09
Tue Jul 20 2021 06:51:12 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.446368,3.11
Tue Jul 20 2021 06:52:16 GMT+0530 (India Standard Time),867378035207325,25.5,135.9646,5.257064,3.17
Tue Jul 20 2021 06:53:21 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.322341,3.24
Tue Jul 20 2021 06:54:25 GMT+0530 (India Standard Time),867378035207325,25.4375,135.7787,5.315815,3.26
Tue Jul 20 2021 06:55:30 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.410467,3.26
Tue Jul 20 2021 06:56:34 GMT+0530 (India Standard Time),867378035207325,25.5,135.9646,5.40394,3.24
Tue Jul 20 2021 06:57:39 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.394149,3.2
Tue Jul 20 2021 06:58:43 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.286439,3.17
Tue Jul 20 2021 06:59:48 GMT+0530 (India Standard Time),867378035207325,25.4375,135.8716,5.257064,3.16
Tue Jul 20 2021 07:00:52 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.351716,3.19
Tue Jul 20 2021 07:01:57 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.332132,3.24
Tue Jul 20 2021 07:03:01 GMT+0530 (India Standard Time),867378035207325,25.4375,136.8036,5.260324,3.29
Tue Jul 20 2021 07:04:06 GMT+0530 (India Standard Time),867378035207325,25.5,136.4302,5.397409,3.3
Tue Jul 20 2021 07:05:10 GMT+0530 (India Standard Time),867378035207325,25.4375,135.9646,5.368034,3.3
Tue Jul 20 2021 07:06:15 GMT+0530 (India Standard Time),867378035207325,25.4375,135.7787,5.387618,3.29
Tue Jul 20 2021 07:07:19 GMT+0530 (India Standard Time),867378035207325,25.4375,135.9646,5.423524,3.25
Tue Jul 20 2021 07:08:24 GMT+0530 (India Standard Time),867378035207325,25.4375,135.7787,5.40394,3.22
Tue Jul 20 2021 07:09:28 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.400675,3.21
Tue Jul 20 2021 07:10:32 GMT+0530 (India Standard Time),867378035207325,25.4375,135.6859,5.364773,3.22
Tue Jul 20 2021 07:11:37 GMT+0530 (India Standard Time),867378035207325,25.4375,136.0576,5.283174,3.26
Tue Jul 20 2021 07:12:41 GMT+0530 (India Standard Time),867378035207325,25.4375,135.8716,5.436576,3.3
Tue Jul 20 2021 07:13:46 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.283174,3.31
Tue Jul 20 2021 07:14:50 GMT+0530 (India Standard Time),867378035207325,25.4375,135.7787,5.462691,3.28
Tue Jul 20 2021 07:15:55 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.374565,3.25
Tue Jul 20 2021 07:16:59 GMT+0530 (India Standard Time),867378035207325,25.4375,135.7787,5.472483,3.22
Tue Jul 20 2021 07:18:04 GMT+0530 (India Standard Time),867378035207325,25.4375,135.6859,5.40394,3.19
Tue Jul 20 2021 07:19:09 GMT+0530 (India Standard Time),867378035207325,25.5,136.5235,5.266855,3.16
Tue Jul 20 2021 07:20:14 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.397409,3.1
Tue Jul 20 2021 07:21:18 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.338659,3.03
Tue Jul 20 2021 07:22:23 GMT+0530 (India Standard Time),867378035207325,25.5,135.6859,5.309283,2.96
Tue Jul 20 2021 07:23:27 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.325606,2.92
Tue Jul 20 2021 07:24:31 GMT+0530 (India Standard Time),867378035207325,25.4375,135.8716,5.351716,2.88
Tue Jul 20 2021 07:25:35 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.270116,2.84
Tue Jul 20 2021 07:26:40 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.368034,2.8
Tue Jul 20 2021 07:27:44 GMT+0530 (India Standard Time),867378035207325,25.5,136.5235,5.332132,2.73
Tue Jul 20 2021 07:28:48 GMT+0530 (India Standard Time),867378035207325,25.5,135.9646,5.446368,2.65
Tue Jul 20 2021 07:29:53 GMT+0530 (India Standard Time),867378035207325,25.5,135.9646,5.332132,2.6
Tue Jul 20 2021 07:30:57 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.51165,2.58
Tue Jul 20 2021 07:32:02 GMT+0530 (India Standard Time),867378035207325,25.5,135.7787,5.302757,2.57
Tue Jul 20 2021 07:33:06 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.312549,2.51
Tue Jul 20 2021 07:34:11 GMT+0530 (India Standard Time),867378035207325,25.5,135.9646,5.400675,2.42
Tue Jul 20 2021 07:35:15 GMT+0530 (India Standard Time),867378035207325,25.5,136.3369,5.296231,2.34
Tue Jul 20 2021 07:36:20 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.077546,2.29
Tue Jul 20 2021 07:37:24 GMT+0530 (India Standard Time),867378035207325,25.5,137.0842,5.276647,2.33
Tue Jul 20 2021 07:38:28 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.354981,2.42
Tue Jul 20 2021 07:39:33 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.351716,2.48
Tue Jul 20 2021 07:40:38 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.319075,2.51
Tue Jul 20 2021 07:41:43 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.368034,2.51
Tue Jul 20 2021 07:42:48 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.335398,2.5
Tue Jul 20 2021 07:43:52 GMT+0530 (India Standard Time),867378035207325,25.5,136.1507,5.224423,2.48
Tue Jul 20 2021 07:44:56 GMT+0530 (India Standard Time),867378035207325,25.5,136.6168,5.338659,2.46
Tue Jul 20 2021 07:46:00 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.257064,2.44
Tue Jul 20 2021 07:47:04 GMT+0530 (India Standard Time),867378035207325,25.5,136.0576,5.211366,2.42
Tue Jul 20 2021 07:48:09 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.328867,2.4
Tue Jul 20 2021 07:49:13 GMT+0530 (India Standard Time),867378035207325,25.5,135.9646,5.221157,2.38
Tue Jul 20 2021 07:50:17 GMT+0530 (India Standard Time),867378035207325,25.5,136.1507,5.306023,2.35
Tue Jul 20 2021 07:51:22 GMT+0530 (India Standard Time),867378035207325,25.5,135.8716,5.338659,2.33
Tue Jul 20 2021 07:52:26 GMT+0530 (India Standard Time),867378035207325,25.5625,135.8716,5.276647,2.3
Tue Jul 20 2021 07:53:31 GMT+0530 (India Standard Time),867378035207325,25.5625,135.8716,5.319075,2.29
Tue Jul 20 2021 07:54:36 GMT+0530 (India Standard Time),867378035207325,25.5625,136.0576,5.227688,2.27
Tue Jul 20 2021 07:55:40 GMT+0530 (India Standard Time),867378035207325,25.5625,135.9646,5.208105,2.26
Tue Jul 20 2021 07:56:45 GMT+0530 (India Standard Time),867378035207325,25.5625,135.9646,5.279908,2.24
Tue Jul 20 2021 07:57:49 GMT+0530 (India Standard Time),867378035207325,25.5625,136.1507,5.273382,2.22
Tue Jul 20 2021 07:58:53 GMT+0530 (India Standard Time),867378035207325,25.5625,136.8971,5.240741,2.19
Tue Jul 20 2021 07:59:58 GMT+0530 (India Standard Time),867378035207325,25.5625,136.2438,5.364773,2.17
Tue Jul 20 2021 08:01:02 GMT+0530 (India Standard Time),867378035207325,25.5625,136.2438,5.306023,2.16
Tue Jul 20 2021 08:02:07 GMT+0530 (India Standard Time),867378035207325,25.5625,136.0576,5.080812,2.16
Tue Jul 20 2021 08:03:12 GMT+0530 (India Standard Time),867378035207325,25.5625,136.3369,5.257064,2.15
Tue Jul 20 2021 08:04:16 GMT+0530 (India Standard Time),867378035207325,25.5625,135.9646,5.244006,2.16
Tue Jul 20 2021 08:05:20 GMT+0530 (India Standard Time),867378035207325,25.625,136.1507,5.12324,2.16
Tue Jul 20 2021 08:06:25 GMT+0530 (India Standard Time),867378035207325,25.5625,136.0576,5.217896,2.17
Tue Jul 20 2021 08:07:29 GMT+0530 (India Standard Time),867378035207325,25.5625,135.8716,5.247272,2.17
Tue Jul 20 2021 08:08:34 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.18199,2.16
Tue Jul 20 2021 08:09:39 GMT+0530 (India Standard Time),867378035207325,25.625,137.2716,5.061228,2.15
Tue Jul 20 2021 08:10:44 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.397409,2.13
Tue Jul 20 2021 08:11:49 GMT+0530 (India Standard Time),867378035207325,25.625,135.8716,5.139562,2.11
Tue Jul 20 2021 08:12:54 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.168938,2.08
Tue Jul 20 2021 08:13:58 GMT+0530 (India Standard Time),867378035207325,25.625,136.4302,5.084072,2.06
Tue Jul 20 2021 08:15:03 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.119979,2.04
Tue Jul 20 2021 08:16:08 GMT+0530 (India Standard Time),867378035207325,25.625,136.9906,5.12324,2.02
Tue Jul 20 2021 08:17:13 GMT+0530 (India Standard Time),867378035207325,25.625,136.7102,5.119979,1.99
Tue Jul 20 2021 08:18:18 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.26359,1.98
Tue Jul 20 2021 08:19:23 GMT+0530 (India Standard Time),867378035207325,25.625,136.8036,5.084072,1.96
Tue Jul 20 2021 08:20:28 GMT+0530 (India Standard Time),867378035207325,25.625,136.2438,5.12977,1.95
Tue Jul 20 2021 08:21:32 GMT+0530 (India Standard Time),867378035207325,25.625,136.0576,5.191782,1.94
Tue Jul 20 2021 08:22:36 GMT+0530 (India Standard Time),867378035207325,25.625,135.8716,5.12977,1.94
Tue Jul 20 2021 08:23:40 GMT+0530 (India Standard Time),867378035207325,25.6875,136.7102,5.279908,1.94
Tue Jul 20 2021 08:24:44 GMT+0530 (India Standard Time),867378035207325,25.6875,136.7102,4.875184,1.97
Tue Jul 20 2021 08:25:48 GMT+0530 (India Standard Time),867378035207325,25.6875,137.0842,5.162406,1.98
Tue Jul 20 2021 08:26:52 GMT+0530 (India Standard Time),867378035207325,25.6875,136.8036,5.168938,2
Tue Jul 20 2021 08:27:56 GMT+0530 (India Standard Time),867378035207325,25.6875,136.3369,5.090603,2.01
